"lgcode","country","mun_mig_pop_2001","mun_pop_2001","mun_mig_share_2001"
20215,"Qatar",18,22317,0.000806560021508267
20215,"Saudi Arabia",8,22317,0.000358471120670341
20215,"United Arab Emirates",2,22317,0.0000896177801675852
20216,"Australia",3,21629,0.000138702667714642
20216,"Bangladesh",1,21629,0.0000462342225715475
20216,"Japan",2,21629,0.0000924684451430949
20216,"Others",1,21629,0.0000462342225715475
20216,"Pakistan",1,21629,0.0000462342225715475
20216,"Qatar",27,21629,0.00124832400943178
20216,"Saudi Arabia",42,21629,0.00194183734800499
20216,"United Arab Emirates",1,21629,0.0000462342225715475
20217,"Australia",1,75171,0.0000133030024876615
20217,"Bahrain",4,75171,0.0000532120099506459
20217,"Bangladesh",2,75171,0.0000266060049753229
20217,"China",7,75171,0.0000931210174136303
20217,"Germany",2,75171,0.0000266060049753229
20217,"Japan",5,75171,0.0000665150124383073
20217,"Kuwait",6,75171,0.0000798180149259688
20217,"Malaysia",10,75171,0.000133030024876615
20217,"Others",11,75171,0.000146333027364276
20217,"Pakistan",1,75171,0.0000133030024876615
20217,"Qatar",274,75171,0.00364502268161924
20217,"Russia",1,75171,0.0000133030024876615
20217,"Saudi Arabia",1384,75171,0.0184113554429235
20217,"Singapore",37,75171,0.000492211092043474
20217,"Sri Lanka",1,75171,0.0000133030024876615
20217,"United Arab Emirates",25,75171,0.000332575062191537
20217,"United States",9,75171,0.000119727022388953
20301,"Australia",1,31665,0.0000315806095057635
20301,"Bahrain",1,31665,0.0000315806095057635
20301,"Kuwait",3,31665,0.0000947418285172904
20301,"Malaysia",1,31665,0.0000315806095057635
20301,"Others",1,31665,0.0000315806095057635
20301,"Qatar",35,31665,0.00110532133270172
20301,"Saudi Arabia",434,31665,0.0137059845255013
20301,"Sri Lanka",3,31665,0.0000947418285172904
20301,"United Arab Emirates",5,31665,0.000157903047528817
20301,"United States",2,31665,0.0000631612190115269
20302,"Bangladesh",1,40410,0.0000247463499133878
20302,"China",1,40410,0.0000247463499133878
20302,"Germany",1,40410,0.0000247463499133878
20302,"Hong Kong SAR China",2,40410,0.0000494926998267755
20302,"Others",1,40410,0.0000247463499133878
20302,"Pakistan",2,40410,0.0000494926998267755
20302,"Qatar",35,40410,0.000866122246968572
20302,"Saudi Arabia",179,40410,0.00442959663449641
20302,"United Arab Emirates",10,40410,0.000247463499133878
20302,"United States",4,40410,0.0000989853996535511
20303,"Bangladesh",1,39397,0.0000253826433484783
20303,"France",1,39397,0.0000253826433484783
20303,"Hong Kong SAR China",1,39397,0.0000253826433484783
20303,"Japan",1,39397,0.0000253826433484783
20303,"Kuwait",1,39397,0.0000253826433484783
20303,"Others",1,39397,0.0000253826433484783
20303,"Qatar",10,39397,0.000253826433484783
20303,"Saudi Arabia",22,39397,0.000558418153666523
20303,"Singapore",1,39397,0.0000253826433484783
20303,"United Arab Emirates",2,39397,0.0000507652866969566
20303,"United Kingdom",3,39397,0.0000761479300454349
20303,"United States",1,39397,0.0000253826433484783
20304,"Qatar",10,18405,0.00054333061668025
20304,"Russia",1,18405,0.000054333061668025
20304,"Saudi Arabia",26,18405,0.00141265960336865
20304,"Singapore",1,18405,0.000054333061668025
20304,"United Arab Emirates",1,18405,0.000054333061668025
20305,"Bahrain",1,35167,0.0000284357494241761
20305,"Kuwait",1,35167,0.0000284357494241761
20305,"Malaysia",8,35167,0.000227485995393409
20305,"Others",2,35167,0.0000568714988483522
20305,"Pakistan",1,35167,0.0000284357494241761
20305,"Qatar",37,35167,0.00105212272869451
20305,"Russia",1,35167,0.0000284357494241761
20305,"Saudi Arabia",165,35167,0.00469189865498905
20305,"United Arab Emirates",3,35167,0.0000853072482725282
20306,"Bahrain",2,26095,0.0000766430350641885
20306,"Bangladesh",3,26095,0.000114964552596283
20306,"China",1,26095,0.0000383215175320943
20306,"Malaysia",14,26095,0.00053650124544932
20306,"Qatar",123,26095,0.00471354665644759
20306,"Russia",1,26095,0.0000383215175320943
20306,"Saudi Arabia",132,26095,0.00505844031423644
20306,"United Arab Emirates",1,26095,0.0000383215175320943
20306,"United Kingdom",1,26095,0.0000383215175320943
20307,"Bangladesh",6,32209,0.000186283336955509
20307,"Hong Kong SAR China",3,32209,0.0000931416684777547
20307,"Malaysia",12,32209,0.000372566673911019
20307,"Pakistan",1,32209,0.0000310472228259182
20307,"Qatar",52,32209,0.00161445558694775
20307,"Russia",1,32209,0.0000310472228259182
20307,"Saudi Arabia",244,32209,0.00757552236952405
20307,"United Arab Emirates",4,32209,0.000124188891303673
20307,"United Kingdom",1,32209,0.0000310472228259182
20307,"United States",4,32209,0.000124188891303673
20308,"Australia",1,37470,0.0000266880170803309
20308,"Bahrain",2,37470,0.0000533760341606619
20308,"Bangladesh",2,37470,0.0000533760341606619
20308,"Kuwait",5,37470,0.000133440085401655
20308,"Malaysia",3,37470,0.0000800640512409928
20308,"Others",1,37470,0.0000266880170803309
20308,"Qatar",124,37470,0.00330931411796104
20308,"Russia",1,37470,0.0000266880170803309
20308,"Saudi Arabia",266,37470,0.00709901254336803
20308,"United Arab Emirates",3,37470,0.0000800640512409928
20308,"United States",2,37470,0.0000533760341606619
20309,"Australia",2,48552,0.0000411929477673422
20309,"Bahrain",13,48552,0.000267754160487724
20309,"Bangladesh",2,48552,0.0000411929477673422
20309,"China",2,48552,0.0000411929477673422
20309,"Kuwait",7,48552,0.000144175317185698
20309,"Malaysia",11,48552,0.000226561212720382
20309,"Maldives",2,48552,0.0000411929477673422
20309,"Others",1,48552,0.0000205964738836711
20309,"Pakistan",1,48552,0.0000205964738836711
20309,"Qatar",123,48552,0.00253336628769155
20309,"Saudi Arabia",1025,48552,0.0211113857307629
20309,"United Arab Emirates",50,48552,0.00102982369418356
20309,"United Kingdom",1,48552,0.0000205964738836711
20309,"United States",2,48552,0.0000411929477673422
20310,"Bangladesh",1,44530,0.000022456770716371
20310,"Kuwait",7,44530,0.000157197395014597
20310,"Malaysia",7,44530,0.000157197395014597
20310,"Qatar",35,44530,0.000785986975072985
20310,"Russia",1,44530,0.000022456770716371
20310,"Saudi Arabia",369,44530,0.00828654839434089
20310,"Singapore",1,44530,0.000022456770716371
20310,"United Arab Emirates",4,44530,0.0000898270828654839
20310,"United States",1,44530,0.000022456770716371
20311,"Bahrain",2,37723,0.0000530180526469263
20311,"China",2,37723,0.0000530180526469263
20311,"Germany",1,37723,0.0000265090263234631
20311,"Kuwait",1,37723,0.0000265090263234631
20311,"Malaysia",10,37723,0.000265090263234631
20311,"Others",6,37723,0.000159054157940779
20311,"Pakistan",2,37723,0.0000530180526469263
20311,"Qatar",150,37723,0.00397635394851947
20311,"Russia",2,37723,0.0000530180526469263
20311,"Saudi Arabia",468,37723,0.0124062243193807
20311,"Singapore",9,37723,0.000238581236911168
20311,"Sri Lanka",1,37723,0.0000265090263234631
20311,"United Arab Emirates",3,37723,0.0000795270789703894
20312,"China",1,23716,0.000042165626581211
20312,"Kuwait",3,23716,0.000126496879743633
20312,"Others",2,23716,0.000084331253162422
20312,"Qatar",175,23716,0.00737898465171192
20312,"Saudi Arabia",295,23716,0.0124388598414572
20312,"South Korea",1,23716,0.000042165626581211
20312,"United Arab Emirates",14,23716,0.000590318772136954
20312,"United States",1,23716,0.000042165626581211
20313,"Bahrain",1,31266,0.0000319836243843152
20313,"Bangladesh",1,31266,0.0000319836243843152
20313,"Kuwait",1,31266,0.0000319836243843152
20313,"Malaysia",7,31266,0.000223885370690207
20313,"Others",1,31266,0.0000319836243843152
20313,"Qatar",63,31266,0.00201496833621186
20313,"Saudi Arabia",366,31266,0.0117060065246594
20313,"Singapore",1,31266,0.0000319836243843152
20313,"United Arab Emirates",10,31266,0.000319836243843152
20314,"Australia",1,20963,0.0000477030959309259
20314,"China",1,20963,0.0000477030959309259
20314,"Hong Kong SAR China",2,20963,0.0000954061918618518
20314,"Malaysia",3,20963,0.000143109287792778
20314,"Others",1,20963,0.0000477030959309259
20314,"Qatar",84,20963,0.00400706005819778
20314,"Saudi Arabia",255,20963,0.0121642894623861
20314,"Singapore",1,20963,0.0000477030959309259
20314,"United States",4,20963,0.000190812383723704
20315,"Australia",12,129697,0.0000925233428683778
20315,"Bahrain",3,129697,0.0000231308357170945
20315,"Bangladesh",23,129697,0.000177336407164391
20315,"China",13,129697,0.000100233621440743
20315,"France",1,129697,0.00000771027857236482
20315,"Germany",4,129697,0.0000308411142894593
20315,"Hong Kong SAR China",2,129697,0.0000154205571447296
20315,"Japan",3,129697,0.0000231308357170945
20315,"Kuwait",10,129697,0.0000771027857236482
20315,"Malaysia",7,129697,0.0000539719500065537
20315,"Maldives",1,129697,0.00000771027857236482
20315,"Others",17,129697,0.000131074735730202
20315,"Pakistan",9,129697,0.0000693925071512834
20315,"Qatar",171,129697,0.00131845763587438
20315,"Russia",16,129697,0.000123364457157837
20315,"Saudi Arabia",420,129697,0.00323831700039322
20315,"Singapore",1,129697,0.00000771027857236482
20315,"Sri Lanka",1,129697,0.00000771027857236482
20315,"United Arab Emirates",11,129697,0.000084813064296013
20315,"United Kingdom",6,129697,0.0000462616714341889
20315,"United States",36,129697,0.000277570028605133
20316,"Malaysia",4,18964,0.00021092596498629
20316,"Others",1,18964,0.0000527314912465725
20316,"Qatar",37,18964,0.00195106517612318
20316,"Saudi Arabia",164,18964,0.00864796456443788
20316,"Singapore",1,18964,0.0000527314912465725
20316,"United Arab Emirates",2,18964,0.000105462982493145
20317,"Australia",1,32836,0.0000304543793397491
20317,"Malaysia",1,32836,0.0000304543793397491
20317,"Others",3,32836,0.0000913631380192472
20317,"Pakistan",2,32836,0.0000609087586794981
20317,"Qatar",26,32836,0.000791813862833476
20317,"Saudi Arabia",91,32836,0.00277134851991716
20317,"Singapore",1,32836,0.0000304543793397491
20317,"United Arab Emirates",4,32836,0.000121817517358996
20317,"United States",1,32836,0.0000304543793397491
20318,"Australia",2,21761,0.0000919075410137402
20318,"Russia",1,21761,0.0000459537705068701
20318,"Saudi Arabia",16,21761,0.000735260328109921
20318,"United States",1,21761,0.0000459537705068701
20401,"Bangladesh",3,57008,0.0000526241930957059
20401,"Bhutan",1,57008,0.0000175413976985686
20401,"Kuwait",1,57008,0.0000175413976985686
20401,"Malaysia",2,57008,0.0000350827953971372
20401,"Maldives",1,57008,0.0000175413976985686
20401,"Others",4,57008,0.0000701655907942745
20401,"Qatar",4,57008,0.0000701655907942745
20401,"Russia",2,57008,0.0000350827953971372
20401,"Saudi Arabia",19,57008,0.000333286556272804
20401,"South Korea",1,57008,0.0000175413976985686
20401,"United Arab Emirates",4,57008,0.0000701655907942745
20401,"United States",7,57008,0.00012278978388998
20402,"Australia",1,56182,0.0000177992951479121
20402,"Bhutan",1,56182,0.0000177992951479121
20402,"Hong Kong SAR China",1,56182,0.0000177992951479121
20402,"Qatar",2,56182,0.0000355985902958243
20402,"Saudi Arabia",16,56182,0.000284788722366594
20402,"United Arab Emirates",1,56182,0.0000177992951479121
20402,"United Kingdom",2,56182,0.0000355985902958243
20402,"United States",1,56182,0.0000177992951479121
20403,"Bangladesh",2,31925,0.000062646828504307
20403,"Saudi Arabia",9,31925,0.000281910728269381
20403,"Singapore",2,31925,0.000062646828504307
20403,"Sri Lanka",1,31925,0.0000313234142521535
20403,"United Arab Emirates",1,31925,0.0000313234142521535
20404,"Australia",1,26799,0.000037314825180044
20404,"Bangladesh",1,26799,0.000037314825180044
20404,"China",2,26799,0.0000746296503600881
20404,"Japan",1,26799,0.000037314825180044
20404,"Malaysia",1,26799,0.000037314825180044
20404,"Others",1,26799,0.000037314825180044
20404,"Pakistan",20,26799,0.000746296503600881
20404,"Qatar",4,26799,0.000149259300720176
20404,"Saudi Arabia",14,26799,0.000522407552520616
20404,"United Arab Emirates",1,26799,0.000037314825180044
20404,"United States",2,26799,0.0000746296503600881
20405,"Bangladesh",1,42612,0.000023467567821271
20405,"China",4,42612,0.000093870271285084
20405,"Malaysia",2,42612,0.000046935135642542
20405,"Others",2,42612,0.000046935135642542
20405,"Qatar",36,42612,0.000844832441565756
20405,"Russia",1,42612,0.000023467567821271
20405,"Saudi Arabia",72,42612,0.00168966488313151
20405,"United Arab Emirates",9,42612,0.000211208110391439
20405,"United States",2,42612,0.000046935135642542
20406,"Bangladesh",3,36884,0.000081336080685392
20406,"Bhutan",1,36884,0.0000271120268951307
20406,"Kuwait",2,36884,0.0000542240537902614
20406,"Malaysia",6,36884,0.000162672161370784
20406,"Pakistan",1,36884,0.0000271120268951307
20406,"Qatar",160,36884,0.00433792430322091
20406,"Saudi Arabia",462,36884,0.0125257564255504
20406,"United Arab Emirates",4,36884,0.000108448107580523
20407,"Australia",1,38863,0.0000257314154851658
20407,"China",1,38863,0.0000257314154851658
20407,"Japan",2,38863,0.0000514628309703317
20407,"Malaysia",8,38863,0.000205851323881327
20407,"Pakistan",2,38863,0.0000514628309703317
20407,"Qatar",44,38863,0.0011321822813473
20407,"Russia",3,38863,0.0000771942464554975
20407,"Saudi Arabia",197,38863,0.00506908885057767
20407,"Singapore",1,38863,0.0000257314154851658
20407,"United Arab Emirates",3,38863,0.0000771942464554975
20407,"United Kingdom",1,38863,0.0000257314154851658
20408,"Bangladesh",1,26113,0.000038295102056447
20408,"Malaysia",4,26113,0.000153180408225788
20408,"Qatar",20,26113,0.00076590204112894
20408,"Russia",2,26113,0.000076590204112894
20408,"Saudi Arabia",37,26113,0.00141691877608854
20408,"Singapore",1,26113,0.000038295102056447
20408,"United Arab Emirates",2,26113,0.000076590204112894
20409,"Qatar",1,29451,0.000033954704424298
20409,"Saudi Arabia",9,29451,0.000305592339818682
20409,"United States",1,29451,0.000033954704424298
20410,"Bahrain",1,44263,0.0000225922327903667
20410,"Bangladesh",4,44263,0.0000903689311614667
20410,"Germany",1,44263,0.0000225922327903667
20410,"Malaysia",1,44263,0.0000225922327903667
20410,"Others",2,44263,0.0000451844655807333
20410,"Pakistan",1,44263,0.0000225922327903667
20410,"Qatar",16,44263,0.000361475724645867
20410,"Russia",9,44263,0.0002033300951133
20410,"Saudi Arabia",81,44263,0.0018299708560197
20410,"United Arab Emirates",1,44263,0.0000225922327903667
20410,"United Kingdom",1,44263,0.0000225922327903667
20410,"United States",4,44263,0.0000903689311614667
20411,"Bangladesh",1,25195,0.0000396904147648343
20411,"Malaysia",1,25195,0.0000396904147648343
20411,"Others",1,25195,0.0000396904147648343
20411,"Qatar",8,25195,0.000317523318118674
20411,"Saudi Arabia",36,25195,0.00142885493153403
20411,"United States",1,25195,0.0000396904147648343
20412,"Bangladesh",1,26343,0.0000379607485859621
20412,"China",1,26343,0.0000379607485859621
20412,"Japan",1,26343,0.0000379607485859621
20412,"Kuwait",6,26343,0.000227764491515773
20412,"Others",3,26343,0.000113882245757886
20412,"Pakistan",1,26343,0.0000379607485859621
20412,"Qatar",16,26343,0.000607371977375394
20412,"Saudi Arabia",68,26343,0.00258133090384542
20412,"United Arab Emirates",6,26343,0.000227764491515773
20413,"Bahrain",4,32874,0.000121676704994829
20413,"Japan",1,32874,0.0000304191762487072
20413,"Malaysia",2,32874,0.0000608383524974144
20413,"Others",2,32874,0.0000608383524974144
20413,"Qatar",69,32874,0.0020989231611608
20413,"Russia",2,32874,0.0000608383524974144
20413,"Saudi Arabia",222,32874,0.006753057127213
20413,"Singapore",1,32874,0.0000304191762487072
20413,"United Arab Emirates",7,32874,0.00021293423374095
20414,"Bangladesh",1,26542,0.0000376761359354985
20414,"Kuwait",1,26542,0.0000376761359354985
20414,"Malaysia",7,26542,0.000263732951548489
20414,"Qatar",54,26542,0.00203451134051692
20414,"Russia",2,26542,0.0000753522718709969
20414,"Saudi Arabia",161,26542,0.00606585788561525
20414,"United Arab Emirates",7,26542,0.000263732951548489
20415,"Bangladesh",1,51838,0.0000192908677032293
20415,"China",1,51838,0.0000192908677032293
20415,"Japan",1,51838,0.0000192908677032293
20415,"Malaysia",1,51838,0.0000192908677032293
20415,"Maldives",1,51838,0.0000192908677032293
20415,"Others",3,51838,0.0000578726031096879
20415,"Pakistan",2,51838,0.0000385817354064586
20415,"Qatar",67,51838,0.00129248813611636
20415,"Russia",7,51838,0.000135036073922605
20415,"Saudi Arabia",78,51838,0.00150468768085188
20415,"Singapore",2,51838,0.0000385817354064586
20415,"United Arab Emirates",7,51838,0.000135036073922605
20415,"United States",2,51838,0.0000385817354064586
20501,"Australia",1,51448,0.0000194371015394184
20501,"Bangladesh",1,51448,0.0000194371015394184
20501,"China",8,51448,0.000155496812315348
20501,"Japan",3,51448,0.0000583113046182553
20501,"Malaysia",1,51448,0.0000194371015394184
20501,"Others",3,51448,0.0000583113046182553
20501,"Qatar",15,51448,0.000291556523091277
20501,"Saudi Arabia",45,51448,0.00087466956927383
20501,"South Korea",4,51448,0.0000777484061576738
20501,"United Arab Emirates",7,51448,0.000136059710775929
20501,"United Kingdom",1,51448,0.0000194371015394184
20501,"United States",1,51448,0.0000194371015394184
20502,"Australia",2,38935,0.0000513676640554771
20502,"Bahrain",2,38935,0.0000513676640554771
20502,"Bangladesh",1,38935,0.0000256838320277385
20502,"China",1,38935,0.0000256838320277385
20502,"Germany",4,38935,0.000102735328110954
20502,"Hong Kong SAR China",1,38935,0.0000256838320277385
20502,"Japan",3,38935,0.0000770514960832156
20502,"Kuwait",1,38935,0.0000256838320277385
20502,"Malaysia",4,38935,0.000102735328110954
20502,"Maldives",1,38935,0.0000256838320277385
20502,"Others",9,38935,0.000231154488249647
20502,"Qatar",13,38935,0.000333889816360601
20502,"Saudi Arabia",34,38935,0.00087325028894311
20502,"Singapore",1,38935,0.0000256838320277385
20502,"United Arab Emirates",7,38935,0.00017978682419417
20502,"United Kingdom",1,38935,0.0000256838320277385
20502,"United States",3,38935,0.0000770514960832156
20503,"Germany",3,34462,0.00008705240554814
20503,"Kuwait",2,34462,0.0000580349370320933
20503,"Malaysia",4,34462,0.000116069874064187
20503,"Others",1,34462,0.0000290174685160467
20503,"Qatar",6,34462,0.00017410481109628
20503,"Saudi Arabia",29,34462,0.000841506586965353
20503,"Singapore",2,34462,0.0000580349370320933
20503,"United Arab Emirates",9,34462,0.00026115721664442
20503,"United Kingdom",1,34462,0.0000290174685160467
20503,"United States",2,34462,0.0000580349370320933
20504,"Bangladesh",1,57159,0.0000174950576462149
20504,"China",2,57159,0.0000349901152924299
20504,"Japan",1,57159,0.0000174950576462149
20504,"Others",4,57159,0.0000699802305848598
20504,"Pakistan",1,57159,0.0000174950576462149
20504,"Qatar",4,57159,0.0000699802305848598
20504,"Russia",1,57159,0.0000174950576462149
20504,"Saudi Arabia",6,57159,0.00010497034587729
20504,"United Arab Emirates",7,57159,0.000122465403523505
20504,"United Kingdom",3,57159,0.0000524851729386448
20504,"United States",5,57159,0.0000874752882310747
20505,"China",2,31196,0.0000641107834337736
20505,"France",1,31196,0.0000320553917168868
20505,"Hong Kong SAR China",1,31196,0.0000320553917168868
20505,"Pakistan",1,31196,0.0000320553917168868
20505,"Saudi Arabia",11,31196,0.000352609308885755
20505,"Singapore",1,31196,0.0000320553917168868
20505,"United Arab Emirates",1,31196,0.0000320553917168868
20506,"Australia",2,51243,0.0000390297211326425
20506,"Bangladesh",1,51243,0.0000195148605663213
20506,"China",2,51243,0.0000390297211326425
20506,"Japan",2,51243,0.0000390297211326425
20506,"Malaysia",4,51243,0.000078059442265285
20506,"Others",23,51243,0.000448841793025389
20506,"Pakistan",3,51243,0.0000585445816989638
20506,"Qatar",7,51243,0.000136604023964249
20506,"Russia",1,51243,0.0000195148605663213
20506,"Saudi Arabia",23,51243,0.000448841793025389
20506,"South Korea",2,51243,0.0000390297211326425
20506,"United Arab Emirates",19,51243,0.000370782350760104
20506,"United Kingdom",4,51243,0.000078059442265285
20506,"United States",8,51243,0.00015611888453057
20507,"Bangladesh",2,29160,0.0000685871056241427
20507,"Japan",1,29160,0.0000342935528120713
20507,"Russia",1,29160,0.0000342935528120713
20507,"Saudi Arabia",4,29160,0.000137174211248285
20507,"United Arab Emirates",1,29160,0.0000342935528120713
20508,"Bangladesh",1,16905,0.0000591540964211772
20508,"Qatar",3,16905,0.000177462289263532
20508,"United Arab Emirates",2,16905,0.000118308192842354
20509,"Qatar",19,24905,0.000762899016261795
20509,"Saudi Arabia",8,24905,0.000321220638426019
20510,"Bangladesh",1,26179,0.0000381985560945796
20511,"Maldives",1,34495,0.000028989708653428
20511,"Qatar",3,34495,0.0000869691259602841
20511,"Russia",2,34495,0.0000579794173068561
20511,"Saudi Arabia",6,34495,0.000173938251920568
20511,"United States",1,34495,0.000028989708653428
20512,"Bhutan",1,22951,0.0000435710862271796
20512,"Japan",1,22951,0.0000435710862271796
20512,"Others",1,22951,0.0000435710862271796
20512,"Qatar",1,22951,0.0000435710862271796
20512,"Saudi Arabia",3,22951,0.000130713258681539
20512,"United Kingdom",1,22951,0.0000435710862271796
20513,"China",1,18872,0.000052988554472234
20513,"Singapore",1,18872,0.000052988554472234
20513,"United States",2,18872,0.000105977108944468
20514,"Saudi Arabia",1,20451,0.0000488973644320571
20515,"Others",2,22400,0.0000892857142857143
20515,"Russia",1,22400,0.0000446428571428571
20516,"Bangladesh",1,38016,0.0000263047138047138
20516,"China",1,38016,0.0000263047138047138
20516,"Others",1,38016,0.0000263047138047138
20516,"Russia",1,38016,0.0000263047138047138
20516,"Singapore",1,38016,0.0000263047138047138
20516,"United States",2,38016,0.0000526094276094276
20517,"Bangladesh",3,39130,0.0000766675185279836
20517,"Russia",1,39130,0.0000255558395093279
20517,"United States",4,39130,0.000102223358037312
20518,"Others",1,20198,0.0000495098524606397
20518,"United Kingdom",1,20198,0.0000495098524606397
20519,"Australia",1,21182,0.0000472098951940327
20519,"Bangladesh",1,21182,0.0000472098951940327
20519,"China",3,21182,0.000141629685582098
20519,"Pakistan",1,21182,0.0000472098951940327
20519,"Qatar",7,21182,0.000330469266358229
20519,"Saudi Arabia",9,21182,0.000424889056746294
20520,"Australia",1,36380,0.0000274876305662452
20520,"Bahrain",2,36380,0.0000549752611324904
20520,"Bangladesh",1,36380,0.0000274876305662452
20520,"Malaysia",1,36380,0.0000274876305662452
20520,"Others",3,36380,0.0000824628916987356
20520,"Pakistan",4,36380,0.000109950522264981
20520,"Qatar",29,36380,0.00079714128642111
20520,"Russia",4,36380,0.000109950522264981
20520,"Saudi Arabia",39,36380,0.00107201759208356
20520,"Singapore",1,36380,0.0000274876305662452
20520,"United Kingdom",4,36380,0.000109950522264981
20601,"China",1,57647,0.0000173469564764862
20601,"Japan",1,57647,0.0000173469564764862
20601,"Malaysia",1,57647,0.0000173469564764862
20601,"Maldives",2,57647,0.0000346939129529724
20601,"Qatar",6,57647,0.000104081738858917
20601,"Russia",2,57647,0.0000346939129529724
20601,"Saudi Arabia",12,57647,0.000208163477717834
20601,"Singapore",1,57647,0.0000173469564764862
20601,"South Korea",4,57647,0.0000693878259059448
20601,"United Arab Emirates",6,57647,0.000104081738858917
20601,"United Kingdom",2,57647,0.0000346939129529724
20601,"United States",5,57647,0.000086734782382431
20602,"Malaysia",1,41483,0.0000241062603958248
20602,"Others",1,41483,0.0000241062603958248
20602,"Qatar",4,41483,0.0000964250415832992
20602,"Saudi Arabia",13,41483,0.000313381385145722
20603,"Bahrain",1,24548,0.0000407365162131335
20603,"Saudi Arabia",1,24548,0.0000407365162131335
20604,"Bangladesh",1,29642,0.0000337359152553809
20604,"Pakistan",1,29642,0.0000337359152553809
20604,"Qatar",1,29642,0.0000337359152553809
20604,"Saudi Arabia",3,29642,0.000101207745766143
20605,"Saudi Arabia",4,32092,0.000124641655241182
20605,"United States",2,32092,0.0000623208276205908
20606,"China",1,33327,0.0000300057010832058
20606,"Japan",1,33327,0.0000300057010832058
20606,"Saudi Arabia",4,33327,0.000120022804332823
20607,"Australia",1,29919,0.0000334235769912096
20607,"Russia",1,29919,0.0000334235769912096
20607,"Saudi Arabia",8,29919,0.000267388615929677
20608,"Pakistan",1,38361,0.0000260681421235109
20608,"Qatar",1,38361,0.0000260681421235109
20608,"Saudi Arabia",13,38361,0.000338885847605641
20609,"Bangladesh",2,25408,0.0000787153652392947
20609,"Pakistan",1,25408,0.0000393576826196474
20609,"Qatar",3,25408,0.000118073047858942
20609,"Saudi Arabia",3,25408,0.000118073047858942
20610,"Bangladesh",1,20436,0.0000489332550401253
20610,"Qatar",1,20436,0.0000489332550401253
20610,"Saudi Arabia",2,20436,0.0000978665100802505
20611,"Qatar",1,26300,0.0000380228136882129
20611,"Saudi Arabia",4,26300,0.000152091254752852
20611,"United Kingdom",1,26300,0.0000380228136882129
20612,"Bangladesh",1,29449,0.0000339570104248022
20612,"Maldives",1,29449,0.0000339570104248022
20612,"Others",3,29449,0.000101871031274407
20612,"Pakistan",1,29449,0.0000339570104248022
20612,"Qatar",1,29449,0.0000339570104248022
20612,"Saudi Arabia",12,29449,0.000407484125097626
20612,"United Arab Emirates",1,29449,0.0000339570104248022
20612,"United Kingdom",1,29449,0.0000339570104248022
20613,"Hong Kong SAR China",1,32782,0.0000305045451772314
20613,"Pakistan",3,32782,0.0000915136355316942
20613,"Qatar",2,32782,0.0000610090903544628
20613,"Russia",1,32782,0.0000305045451772314
20614,"Saudi Arabia",14,18625,0.000751677852348993
20615,"Malaysia",2,19301,0.000103621574011709
20615,"Qatar",7,19301,0.000362675509040982
20615,"Saudi Arabia",10,19301,0.000518107870058546
20615,"United Arab Emirates",1,19301,0.0000518107870058546
20615,"United Kingdom",1,19301,0.0000518107870058546
20616,"Bangladesh",1,25683,0.0000389362613401861
20616,"Others",1,25683,0.0000389362613401861
20616,"Qatar",1,25683,0.0000389362613401861
20616,"Russia",4,25683,0.000155745045360744
20616,"Saudi Arabia",7,25683,0.000272553829381303
20616,"United States",6,25683,0.000233617568041117
20617,"Australia",2,25383,0.0000787928928810621
20617,"Bangladesh",4,25383,0.000157585785762124
20617,"China",2,25383,0.0000787928928810621
20617,"Others",1,25383,0.0000393964464405311
20617,"Pakistan",1,25383,0.0000393964464405311
20617,"Russia",1,25383,0.0000393964464405311
20617,"Saudi Arabia",2,25383,0.0000787928928810621
20617,"United States",4,25383,0.000157585785762124
20618,"Bhutan",1,34277,0.0000291740817457771
20618,"China",1,34277,0.0000291740817457771
20618,"Russia",1,34277,0.0000291740817457771
20618,"Saudi Arabia",6,34277,0.000175044490474662
20701,"France",1,30693,0.0000325807187306552
20701,"Kuwait",1,30693,0.0000325807187306552
20701,"Malaysia",1,30693,0.0000325807187306552
20701,"Others",3,30693,0.0000977421561919656
20701,"Pakistan",1,30693,0.0000325807187306552
20701,"Qatar",2,30693,0.0000651614374613104
20701,"Saudi Arabia",13,30693,0.000423549343498518
20701,"United Arab Emirates",9,30693,0.000293226468575897
20701,"United Kingdom",1,30693,0.0000325807187306552
20701,"United States",3,30693,0.0000977421561919656
20702,"Germany",1,39685,0.0000251984376968628
20702,"Japan",5,39685,0.000125992188484314
20702,"Kuwait",2,39685,0.0000503968753937256
20702,"Malaysia",3,39685,0.0000755953130905884
20702,"Others",2,39685,0.0000503968753937256
20702,"Pakistan",2,39685,0.0000503968753937256
20702,"Qatar",9,39685,0.000226785939271765
20702,"Russia",1,39685,0.0000251984376968628
20702,"Saudi Arabia",18,39685,0.00045357187854353
20702,"South Korea",1,39685,0.0000251984376968628
20702,"United Arab Emirates",6,39685,0.000151190626181177
20702,"United Kingdom",1,39685,0.0000251984376968628
20702,"United States",8,39685,0.000201587501574902
20703,"Bahrain",2,90974,0.0000219843032075098
20703,"China",1,90974,0.0000109921516037549
20703,"Hong Kong SAR China",3,90974,0.0000329764548112648
20703,"Kuwait",2,90974,0.0000219843032075098
20703,"Malaysia",11,90974,0.000120913667641304
20703,"Others",13,90974,0.000142897970848814
20703,"Qatar",50,90974,0.000549607580187746
20703,"Saudi Arabia",95,90974,0.00104425440235672
